Claim_ID,Claim_Type,Rejection_Reason,Rejection_Letter_Text,Policy_Clause,Plain_English_Explanation,Appeal_Suggestion
MTR-93CWLNEX,Motor,Missing FIR,"Since your claim involves theft/third-party malicious damage, a First Information Report (FIR) from the police is mandatory. As it was not provided, the claim is closed.","Condition 2: In case of theft or criminal act causing damage, the insured shall give immediate notice to the Police and cooperate with the Company.","For claims involving theft or vandalism, we need an official police report. You didn't submit one.",File a report with the police immediately and submit the stamped FIR copy to reopen the claim.
HLT-B4YIFQB7,Health,Policy lapse,Your claim is rejected because your policy had lapsed at the time of hospitalization. The renewal premium was not received within the 30-day grace period.,Section 1.2: Coverage is contingent upon timely payment of renewal premiums. A grace period of 30 days is provided.,Your insurance policy was not active when you were treated because the premium payment was missed.,"If you made the payment and it wasn't recorded, submit your bank statement or payment receipt."
HLT-5GTEE40Q,Health,Policy lapse,Your claim is rejected because your policy had lapsed at the time of hospitalization. The renewal premium was not received within the 30-day grace period.,Section 1.2: Coverage is contingent upon timely payment of renewal premiums. A grace period of 30 days is provided.,Your insurance policy was not active when you were treated because the premium payment was missed.,"If you made the payment and it wasn't recorded, submit your bank statement or payment receipt."
LFE-3IESUPM4,Life,Suicide exclusion period,"As the unfortunate demise occurred within 12 months of policy issuance and the cause of death is recorded as suicide, the death benefit is not payable.","Clause 8: If the Life Assured commits suicide within 12 months from the date of inception of the policy, the nominee is only entitled to 80% of premiums paid, not the sum assured.",Life insurance does not pay out the full amount if the policyholder commits suicide within the first year of the policy.,"If the police conclude it was an accident and not suicide, submit the final police investigation report and autopsy findings."
MTR-0CL7O6BT,Motor,Delayed accident reporting,"You reported the incident 27 days after it occurred. This unreasonable delay prejudiced our ability to assess the damage, leading to claim rejection.",Condition 1: Notice shall be given in writing to the Company immediately upon the occurrence of any accidental loss or damage.,"You took too long to tell us about the accident, which means we couldn't properly investigate the damage.","If you were hospitalized or incapacitated after the accident, provide medical records to justify the delay in reporting."
LFE-R3KPNWBJ,Life,Incorrect nominee information,The claimant details do not match the nominee information recorded in our policy schedule. We cannot process the payout to an unverified individual.,Clause 9.3: Claim benefits are strictly payable to the nominee registered in our records at the time of death.,The person claiming the money is not the person listed as the beneficiary on the policy.,Provide a succession certificate from a civil court legally establishing your right to receive the policy benefits.
MTR-NR5UCPH3,Motor,Fraud suspicion,Forensic analysis of the Hyundai Creta damage profile does not match the accident description provided. The claim is denied due to suspected misrepresentation of facts.,"Condition 8: If any claim is in any respect fraudulent, or if any false declaration is made, all benefits under this policy shall be forfeited.","The damage to your car doesn't match the story of how the accident happened, so we suspect the claim is false.","Provide CCTV footage of the accident, dashcam video, or eyewitness statements to corroborate your version of events."
MTR-8K8AEQZG,Motor,Fraud suspicion,Forensic analysis of the Hyundai Creta damage profile does not match the accident description provided. The claim is denied due to suspected misrepresentation of facts.,"Condition 8: If any claim is in any respect fraudulent, or if any false declaration is made, all benefits under this policy shall be forfeited.","The damage to your car doesn't match the story of how the accident happened, so we suspect the claim is false.","Provide CCTV footage of the accident, dashcam video, or eyewitness statements to corroborate your version of events."
LFE-2GZT2KAA,Life,Policy lapse,The claim cannot be processed as the policy was in a lapsed state at the time of the Life Assured's demise due to non-payment of premiums.,"Clause 3.1: If the due premium is not paid within the grace period, the policy shall lapse and all benefits will cease.",The life insurance policy was cancelled before the person passed away because the premium payments stopped.,"If the premium was deducted from the bank account via auto-debit, submit the bank statement showing the successful deduction."
MTR-I94HPRFN,Motor,Drunk driving,"The police/medical report indicates the driver was under the influence of alcohol during the incident. As per policy conditions, this invalidates your claim.",General Exception 1(c): Any accidental loss or damage suffered whilst the driver is under the influence of intoxicating liquor or drugs is excluded.,Your claim was denied because the driver was under the influence of alcohol or drugs at the time of the accident.,"If the police report is incorrect, provide a court order or corrected police report proving no intoxication was involved."
HLT-CQIT16R0,Health,Fraud suspicion,"Following an investigation by our field team, discrepancies were found in the hospital admission records. Consequently, the claim is repudiated on grounds of misrepresentation.","Section 8.3: Any fraudulent act, misrepresentation, or falsified documentation will result in immediate claim rejection and policy cancellation.","We found conflicting or fake information in the documents submitted, so the claim was denied.",Provide a sworn affidavit and verified documents from the hospital administrator confirming your admission and treatment.
LFE-0HETU8VG,Life,Identity verification failure,"We regret to inform you that the physical records do not match the biometric/KYC identity of the Life Assured, raising identity fraud concerns. Claim denied.",Clause 10: The insurer reserves the right to verify the identity of the Life Assured and the Claimant before any benefit payout.,The identity documents provided do not match the person who actually bought the policy.,Submit official government identity documents (Aadhaar/PAN/Passport) for both the deceased and the claimant for re-verification.
LFE-G37JLEOL,Life,Suicide exclusion period,"As the unfortunate demise occurred within 12 months of policy issuance and the cause of death is recorded as suicide, the death benefit is not payable.","Clause 8: If the Life Assured commits suicide within 12 months from the date of inception of the policy, the nominee is only entitled to 80% of premiums paid, not the sum assured.",Life insurance does not pay out the full amount if the policyholder commits suicide within the first year of the policy.,"If the police conclude it was an accident and not suicide, submit the final police investigation report and autopsy findings."
HLT-D66EPSET,Health,Cosmetic procedure exclusion,"The claim for Dental Implants has been categorized as a cosmetic enhancement. Under the policy terms, purely aesthetic procedures are not indemnified.","Section 4.5: Expenses for cosmetic or plastic surgery, unless necessitated by an accident or burns, are excluded.",We don't cover surgeries or treatments that are done just to improve appearance.,"If the surgery was medically necessary (e.g., due to an accident), submit a detailed doctor's certificate explaining why."
LFE-IC19JFYN,Life,Missing beneficiary documents,Your claim is held and subsequently closed because you failed to submit the required legal heir certificate and your valid KYC documents despite multiple reminders.,Clause 9.1: The claimant must establish their identity and relationship with the Life Assured by submitting valid KYC and legal heir certificates.,We couldn't pay the claim because you didn't provide the documents needed to prove you are the rightful heir.,Obtain a legal heir certificate from the court or local authority and upload it along with your ID proof.
MTR-GM8HQ0G8,Motor,Missing FIR,"Since your claim involves theft/third-party malicious damage, a First Information Report (FIR) from the police is mandatory. As it was not provided, the claim is closed.","Condition 2: In case of theft or criminal act causing damage, the insured shall give immediate notice to the Police and cooperate with the Company.","For claims involving theft or vandalism, we need an official police report. You didn't submit one.",File a report with the police immediately and submit the stamped FIR copy to reopen the claim.
MTR-K1IYNRQ6,Motor,Coverage exclusion,"The damages claimed for the Honda Civic's engine are due to mechanical breakdown and wear-and-tear, not an accidental external means. This is explicitly excluded.","Section I - Loss of or Damage to the Vehicle: Consequential loss, depreciation, wear and tear, and mechanical or electrical breakdown are not covered.","Insurance covers accidents, not regular wear and tear or mechanical breakdowns (like a failing engine).","If an accident directly caused the mechanical failure, get a technical report from a certified mechanic explaining the connection."
MTR-X5C7AQ9E,Motor,Commercial use of personal vehicle,"Our investigation revealed that your private vehicle (Ford F-150) was being used for commercial ride-sharing purposes at the time of the loss, violating the usage limitation.","Limitation as to Use: The policy covers use of the vehicle for social, domestic and pleasure purposes only. Hire or reward usage is excluded.","You have a personal auto policy, but you were using the car for business or as a taxi, which requires a different policy.","If the car was NOT being used for business, provide evidence like a logbook or a statement proving personal use at the time."
MTR-COC4TS9B,Motor,Commercial use of personal vehicle,"Our investigation revealed that your private vehicle (Hyundai Creta) was being used for commercial ride-sharing purposes at the time of the loss, violating the usage limitation.","Limitation as to Use: The policy covers use of the vehicle for social, domestic and pleasure purposes only. Hire or reward usage is excluded.","You have a personal auto policy, but you were using the car for business or as a taxi, which requires a different policy.","If the car was NOT being used for business, provide evidence like a logbook or a statement proving personal use at the time."
HLT-4QH685K2,Health,Policy lapse,Your claim is rejected because your policy had lapsed at the time of hospitalization. The renewal premium was not received within the 30-day grace period.,Section 1.2: Coverage is contingent upon timely payment of renewal premiums. A grace period of 30 days is provided.,Your insurance policy was not active when you were treated because the premium payment was missed.,"If you made the payment and it wasn't recorded, submit your bank statement or payment receipt."
MTR-DK5IPFVX,Motor,Vehicle modification violation,"You installed an unauthorized CNG kit/alloy wheels without informing the insurer, altering the vehicle's risk profile. The claim is thus rejected.",General Exception: The company shall not be liable if the vehicle has been modified or altered without prior intimation and endorsement.,"You modified your car (like adding a gas kit or changing the engine) without telling us, which voids your insurance.","If the modification was endorsed on your policy earlier, provide the endorsement letter or updated RC book."
LFE-U5KMKW6F,Life,Policy lapse,The claim cannot be processed as the policy was in a lapsed state at the time of the Life Assured's demise due to non-payment of premiums.,"Clause 3.1: If the due premium is not paid within the grace period, the policy shall lapse and all benefits will cease.",The life insurance policy was cancelled before the person passed away because the premium payments stopped.,"If the premium was deducted from the bank account via auto-debit, submit the bank statement showing the successful deduction."
MTR-BMYUGDPJ,Motor,Fraud suspicion,Forensic analysis of the Toyota Corolla damage profile does not match the accident description provided. The claim is denied due to suspected misrepresentation of facts.,"Condition 8: If any claim is in any respect fraudulent, or if any false declaration is made, all benefits under this policy shall be forfeited.","The damage to your car doesn't match the story of how the accident happened, so we suspect the claim is false.","Provide CCTV footage of the accident, dashcam video, or eyewitness statements to corroborate your version of events."
LFE-98F7HZWS,Life,Non-disclosure of medical history,"During claim assessment, it was discovered that the Life Assured had a documented history of severe diabetes which was not disclosed in the proposal form. The claim is repudiated.",Section 45: The policy can be called into question within three years if there is suppression of material facts related to the health of the insured.,"The policyholder hid a major pre-existing illness when buying the policy. Because of this, the payout is denied.","If the condition was diagnosed AFTER the policy was purchased, submit medical records showing the exact date of first diagnosis."
MTR-DTCA4BR6,Motor,Drunk driving,"The police/medical report indicates the driver was under the influence of alcohol during the incident. As per policy conditions, this invalidates your claim.",General Exception 1(c): Any accidental loss or damage suffered whilst the driver is under the influence of intoxicating liquor or drugs is excluded.,Your claim was denied because the driver was under the influence of alcohol or drugs at the time of the accident.,"If the police report is incorrect, provide a court order or corrected police report proving no intoxication was involved."
MTR-5608XZD1,Motor,Policy lapse,"Your motor insurance policy had expired on 12 days prior to the accident date. Therefore, no coverage was in force.",General Condition: The policy is void if the premium is not paid in full before the inception of the risk.,Your auto insurance expired before the accident happened because you didn't pay the renewal.,"If you paid the premium on time, submit your bank transaction ID and receipt to prove the policy was active."
HLT-70ODI2H1,Health,Late claim submission,"Your claim was submitted 54 days after discharge, exceeding the maximum allowable limit of 30 days as per your policy guidelines.",Section 6.3: All reimbursement claims must be submitted within 30 days of hospital discharge.,You waited too long to submit your claim. Claims must be filed within 30 days of leaving the hospital.,"If you were physically unable to submit the claim earlier, provide a medical certificate proving your incapacitation during that time."
HLT-T1YGXYIC,Health,Late claim submission,"Your claim was submitted 74 days after discharge, exceeding the maximum allowable limit of 30 days as per your policy guidelines.",Section 6.3: All reimbursement claims must be submitted within 30 days of hospital discharge.,You waited too long to submit your claim. Claims must be filed within 30 days of leaving the hospital.,"If you were physically unable to submit the claim earlier, provide a medical certificate proving your incapacitation during that time."
MTR-PPQ41YZR,Motor,Policy lapse,"Your motor insurance policy had expired on 1 days prior to the accident date. Therefore, no coverage was in force.",General Condition: The policy is void if the premium is not paid in full before the inception of the risk.,Your auto insurance expired before the accident happened because you didn't pay the renewal.,"If you paid the premium on time, submit your bank transaction ID and receipt to prove the policy was active."
LFE-P5Y93TTM,Life,Identity verification failure,"We regret to inform you that the physical records do not match the biometric/KYC identity of the Life Assured, raising identity fraud concerns. Claim denied.",Clause 10: The insurer reserves the right to verify the identity of the Life Assured and the Claimant before any benefit payout.,The identity documents provided do not match the person who actually bought the policy.,Submit official government identity documents (Aadhaar/PAN/Passport) for both the deceased and the claimant for re-verification.
HLT-8452HMU7,Health,Policy lapse,Your claim is rejected because your policy had lapsed at the time of hospitalization. The renewal premium was not received within the 30-day grace period.,Section 1.2: Coverage is contingent upon timely payment of renewal premiums. A grace period of 30 days is provided.,Your insurance policy was not active when you were treated because the premium payment was missed.,"If you made the payment and it wasn't recorded, submit your bank statement or payment receipt."
HLT-68PT24NC,Health,Fraud suspicion,"Following an investigation by our field team, discrepancies were found in the hospital admission records. Consequently, the claim is repudiated on grounds of misrepresentation.","Section 8.3: Any fraudulent act, misrepresentation, or falsified documentation will result in immediate claim rejection and policy cancellation.","We found conflicting or fake information in the documents submitted, so the claim was denied.",Provide a sworn affidavit and verified documents from the hospital administrator confirming your admission and treatment.
HLT-FH61VTPN,Health,Cosmetic procedure exclusion,"The claim for Laser Eye Surgery has been categorized as a cosmetic enhancement. Under the policy terms, purely aesthetic procedures are not indemnified.","Section 4.5: Expenses for cosmetic or plastic surgery, unless necessitated by an accident or burns, are excluded.",We don't cover surgeries or treatments that are done just to improve appearance.,"If the surgery was medically necessary (e.g., due to an accident), submit a detailed doctor's certificate explaining why."
LFE-X8A9YFST,Life,Missing beneficiary documents,Your claim is held and subsequently closed because you failed to submit the required legal heir certificate and your valid KYC documents despite multiple reminders.,Clause 9.1: The claimant must establish their identity and relationship with the Life Assured by submitting valid KYC and legal heir certificates.,We couldn't pay the claim because you didn't provide the documents needed to prove you are the rightful heir.,Obtain a legal heir certificate from the court or local authority and upload it along with your ID proof.
HLT-A9VULAHL,Health,Experimental treatment,Your claim for Rhinoplasty is denied as it is classified as an experimental/investigational treatment not recognized by the standard medical board.,Section 5.5: Unproven or experimental medical treatments are strictly excluded from coverage.,The medical procedure (Rhinoplasty) you received is considered experimental and isn't covered by standard insurance.,"Provide a letter from your doctor and peer-reviewed medical journals proving the treatment is now standard protocol, not experimental."
MTR-TV2IIQ9L,Motor,Delayed accident reporting,"You reported the incident 25 days after it occurred. This unreasonable delay prejudiced our ability to assess the damage, leading to claim rejection.",Condition 1: Notice shall be given in writing to the Company immediately upon the occurrence of any accidental loss or damage.,"You took too long to tell us about the accident, which means we couldn't properly investigate the damage.","If you were hospitalized or incapacitated after the accident, provide medical records to justify the delay in reporting."
HLT-8JNUDWV2,Health,Policy lapse,Your claim is rejected because your policy had lapsed at the time of hospitalization. The renewal premium was not received within the 30-day grace period.,Section 1.2: Coverage is contingent upon timely payment of renewal premiums. A grace period of 30 days is provided.,Your insurance policy was not active when you were treated because the premium payment was missed.,"If you made the payment and it wasn't recorded, submit your bank statement or payment receipt."
MTR-KY4I7895,Motor,Commercial use of personal vehicle,"Our investigation revealed that your private vehicle (Honda Civic) was being used for commercial ride-sharing purposes at the time of the loss, violating the usage limitation.","Limitation as to Use: The policy covers use of the vehicle for social, domestic and pleasure purposes only. Hire or reward usage is excluded.","You have a personal auto policy, but you were using the car for business or as a taxi, which requires a different policy.","If the car was NOT being used for business, provide evidence like a logbook or a statement proving personal use at the time."
MTR-4IJH0LX1,Motor,Commercial use of personal vehicle,"Our investigation revealed that your private vehicle (Honda Civic) was being used for commercial ride-sharing purposes at the time of the loss, violating the usage limitation.","Limitation as to Use: The policy covers use of the vehicle for social, domestic and pleasure purposes only. Hire or reward usage is excluded.","You have a personal auto policy, but you were using the car for business or as a taxi, which requires a different policy.","If the car was NOT being used for business, provide evidence like a logbook or a statement proving personal use at the time."
HLT-QS4LIMA8,Health,Experimental treatment,Your claim for Dental Implants is denied as it is classified as an experimental/investigational treatment not recognized by the standard medical board.,Section 5.5: Unproven or experimental medical treatments are strictly excluded from coverage.,The medical procedure (Dental Implants) you received is considered experimental and isn't covered by standard insurance.,"Provide a letter from your doctor and peer-reviewed medical journals proving the treatment is now standard protocol, not experimental."
LFE-S9DNBS96,Life,Missing beneficiary documents,Your claim is held and subsequently closed because you failed to submit the required legal heir certificate and your valid KYC documents despite multiple reminders.,Clause 9.1: The claimant must establish their identity and relationship with the Life Assured by submitting valid KYC and legal heir certificates.,We couldn't pay the claim because you didn't provide the documents needed to prove you are the rightful heir.,Obtain a legal heir certificate from the court or local authority and upload it along with your ID proof.
LFE-L2G8XGKC,Life,Policy lapse,The claim cannot be processed as the policy was in a lapsed state at the time of the Life Assured's demise due to non-payment of premiums.,"Clause 3.1: If the due premium is not paid within the grace period, the policy shall lapse and all benefits will cease.",The life insurance policy was cancelled before the person passed away because the premium payments stopped.,"If the premium was deducted from the bank account via auto-debit, submit the bank statement showing the successful deduction."
MTR-B20JIOYR,Motor,Invalid driving license,"During claim assessment for your Honda Civic, it was found that the driver at the time of the accident did not possess a valid driving license. Hence, the claim is repudiated.",General Exception 1(a): The company shall not be liable in respect of any claim if the vehicle is driven by any person without a valid and effective driving license.,The person driving your car when the accident happened didn't have a valid driver's license.,"If the license was renewed or valid but the wrong document was submitted, upload the correct, valid driver's license."
LFE-NYH2Y8UT,Life,Missing beneficiary documents,Your claim is held and subsequently closed because you failed to submit the required legal heir certificate and your valid KYC documents despite multiple reminders.,Clause 9.1: The claimant must establish their identity and relationship with the Life Assured by submitting valid KYC and legal heir certificates.,We couldn't pay the claim because you didn't provide the documents needed to prove you are the rightful heir.,Obtain a legal heir certificate from the court or local authority and upload it along with your ID proof.
MTR-PD2YPM2R,Motor,Unauthorized driver,The claim is rejected as the vehicle was being operated by an individual not listed as an authorized driver in your policy schedule.,Section II - Liability to Third Parties: Coverage applies only if the vehicle is driven by the policyholder or a named authorized driver.,The person driving the car is not covered under your specific insurance policy.,"Check your policy schedule. If the driver was actually listed, send a copy of the schedule highlighting their name."
LFE-3FVV5DL7,Life,Non-disclosure of medical history,"During claim assessment, it was discovered that the Life Assured had a documented history of severe diabetes which was not disclosed in the proposal form. The claim is repudiated.",Section 45: The policy can be called into question within three years if there is suppression of material facts related to the health of the insured.,"The policyholder hid a major pre-existing illness when buying the policy. Because of this, the payout is denied.","If the condition was diagnosed AFTER the policy was purchased, submit medical records showing the exact date of first diagnosis."
LFE-UDQ1T1R9,Life,Coverage exclusion,"The claim investigation notes that the death occurred while the Life Assured was engaged in an unapproved hazardous sport (paragliding), which is an explicit exclusion.",Clause 12: Death arising directly or indirectly from participation in hazardous sports or illegal activities is excluded from coverage.,"The policy does not cover death caused by participating in extreme, dangerous sports.","If the death was unrelated to the hazardous activity, provide the detailed forensic and police report clarifying the exact cause."
LFE-648QD45W,Life,Suicide exclusion period,"As the unfortunate demise occurred within 12 months of policy issuance and the cause of death is recorded as suicide, the death benefit is not payable.","Clause 8: If the Life Assured commits suicide within 12 months from the date of inception of the policy, the nominee is only entitled to 80% of premiums paid, not the sum assured.",Life insurance does not pay out the full amount if the policyholder commits suicide within the first year of the policy.,"If the police conclude it was an accident and not suicide, submit the final police investigation report and autopsy findings."
LFE-DTVVE7Q5,Life,Fraudulent documentation,Our verification with the issuing municipal authority confirmed that the submitted death certificate is not authentic. The claim is outrightly rejected.,Clause 11: Submission of forged or manipulated death certificates or medical records will result in absolute repudiation of the claim.,The death certificate or other documents submitted were found to be fake.,"Obtain a fresh, verified death certificate directly from the municipal corporation and submit it with a notarized affidavit."
HLT-5BU4KJ23,Health,Non-covered procedure,"The expenses claimed for Bariatric Surgery fall under elective/OPD treatments, which are explicitly not covered under your current policy plan.",Section 2.4: Out-patient Department (OPD) expenses and specific elective procedures are not covered.,Your specific insurance plan does not include coverage for Bariatric Surgery.,"Check your policy brochure. If you purchased an add-on that covers this, submit the add-on endorsement document."
LFE-4HU23SXY,Life,Non-disclosure of medical history,"During claim assessment, it was discovered that the Life Assured had a documented history of severe diabetes which was not disclosed in the proposal form. The claim is repudiated.",Section 45: The policy can be called into question within three years if there is suppression of material facts related to the health of the insured.,"The policyholder hid a major pre-existing illness when buying the policy. Because of this, the payout is denied.","If the condition was diagnosed AFTER the policy was purchased, submit medical records showing the exact date of first diagnosis."
LFE-E1GJYPFD,Life,Coverage exclusion,"The claim investigation notes that the death occurred while the Life Assured was engaged in an unapproved hazardous sport (paragliding), which is an explicit exclusion.",Clause 12: Death arising directly or indirectly from participation in hazardous sports or illegal activities is excluded from coverage.,"The policy does not cover death caused by participating in extreme, dangerous sports.","If the death was unrelated to the hazardous activity, provide the detailed forensic and police report clarifying the exact cause."
HLT-9BFO3RRX,Health,Late claim submission,"Your claim was submitted 76 days after discharge, exceeding the maximum allowable limit of 30 days as per your policy guidelines.",Section 6.3: All reimbursement claims must be submitted within 30 days of hospital discharge.,You waited too long to submit your claim. Claims must be filed within 30 days of leaving the hospital.,"If you were physically unable to submit the claim earlier, provide a medical certificate proving your incapacitation during that time."
LFE-LSI6P01L,Life,Fraudulent documentation,Our verification with the issuing municipal authority confirmed that the submitted death certificate is not authentic. The claim is outrightly rejected.,Clause 11: Submission of forged or manipulated death certificates or medical records will result in absolute repudiation of the claim.,The death certificate or other documents submitted were found to be fake.,"Obtain a fresh, verified death certificate directly from the municipal corporation and submit it with a notarized affidavit."
MTR-28F7JAN6,Motor,Vehicle modification violation,"You installed an unauthorized CNG kit/alloy wheels without informing the insurer, altering the vehicle's risk profile. The claim is thus rejected.",General Exception: The company shall not be liable if the vehicle has been modified or altered without prior intimation and endorsement.,"You modified your car (like adding a gas kit or changing the engine) without telling us, which voids your insurance.","If the modification was endorsed on your policy earlier, provide the endorsement letter or updated RC book."
LFE-FTFEOBRM,Life,Premium default,"The life assured stopped paying premiums in the first year. Since the policy did not acquire any paid-up value, no death benefit is payable.","Clause 3.4: In case of premium default, the policy acquires a paid-up value only if premiums have been paid for at least two consecutive years.","The policy was active for less than two years before payments stopped, meaning it holds no payout value.","If there was a system error preventing payment, contact the grievance department with proof of attempted payments."
HLT-ZHFY5NZV,Health,Waiting period not completed,"We regret to inform you that your claim has been rejected. The treatment falls under the 24-month waiting period clause, and your policy has only been active for 8 months.",Section 3.2: A mandatory waiting period of 24 months applies to specific ailments including joint replacement and cardiovascular procedures.,You haven't had the policy long enough to cover this specific treatment. There is a waiting period you must pass first.,"Review your policy start date. If you believe the waiting period has passed, provide your original policy documents."
MTR-ZZB73T77,Motor,Unauthorized driver,The claim is rejected as the vehicle was being operated by an individual not listed as an authorized driver in your policy schedule.,Section II - Liability to Third Parties: Coverage applies only if the vehicle is driven by the policyholder or a named authorized driver.,The person driving the car is not covered under your specific insurance policy.,"Check your policy schedule. If the driver was actually listed, send a copy of the schedule highlighting their name."
HLT-GD8VSKHF,Health,Cosmetic procedure exclusion,"The claim for Robotic Surgery has been categorized as a cosmetic enhancement. Under the policy terms, purely aesthetic procedures are not indemnified.","Section 4.5: Expenses for cosmetic or plastic surgery, unless necessitated by an accident or burns, are excluded.",We don't cover surgeries or treatments that are done just to improve appearance.,"If the surgery was medically necessary (e.g., due to an accident), submit a detailed doctor's certificate explaining why."
HLT-MNDHCRBN,Health,Late claim submission,"Your claim was submitted 79 days after discharge, exceeding the maximum allowable limit of 30 days as per your policy guidelines.",Section 6.3: All reimbursement claims must be submitted within 30 days of hospital discharge.,You waited too long to submit your claim. Claims must be filed within 30 days of leaving the hospital.,"If you were physically unable to submit the claim earlier, provide a medical certificate proving your incapacitation during that time."
LFE-50VGN28C,Life,Identity verification failure,"We regret to inform you that the physical records do not match the biometric/KYC identity of the Life Assured, raising identity fraud concerns. Claim denied.",Clause 10: The insurer reserves the right to verify the identity of the Life Assured and the Claimant before any benefit payout.,The identity documents provided do not match the person who actually bought the policy.,Submit official government identity documents (Aadhaar/PAN/Passport) for both the deceased and the claimant for re-verification.
LFE-45CXSER3,Life,Missing beneficiary documents,Your claim is held and subsequently closed because you failed to submit the required legal heir certificate and your valid KYC documents despite multiple reminders.,Clause 9.1: The claimant must establish their identity and relationship with the Life Assured by submitting valid KYC and legal heir certificates.,We couldn't pay the claim because you didn't provide the documents needed to prove you are the rightful heir.,Obtain a legal heir certificate from the court or local authority and upload it along with your ID proof.
HLT-JCM8Z2FW,Health,Waiting period not completed,"We regret to inform you that your claim has been rejected. The treatment falls under the 24-month waiting period clause, and your policy has only been active for 19 months.",Section 3.2: A mandatory waiting period of 24 months applies to specific ailments including joint replacement and cardiovascular procedures.,You haven't had the policy long enough to cover this specific treatment. There is a waiting period you must pass first.,"Review your policy start date. If you believe the waiting period has passed, provide your original policy documents."
LFE-GJLXUXCB,Life,Material misrepresentation,"We have found a material discrepancy in the Life Assured's stated occupation. High-risk occupational duties were concealed, invalidating the risk assessment and the claim.","Clause 6.2: Any misstatement of age, occupation, or income in the proposal form renders the contract voidable at the insurer's discretion.","The policyholder gave us false information about their job or age, which changes the whole agreement.",Provide official employment records or a birth certificate proving the original information given was actually correct.
MTR-8WDZJ87W,Motor,Invalid driving license,"During claim assessment for your Ford F-150, it was found that the driver at the time of the accident did not possess a valid driving license. Hence, the claim is repudiated.",General Exception 1(a): The company shall not be liable in respect of any claim if the vehicle is driven by any person without a valid and effective driving license.,The person driving your car when the accident happened didn't have a valid driver's license.,"If the license was renewed or valid but the wrong document was submitted, upload the correct, valid driver's license."
MTR-98NN8XNT,Motor,Unauthorized driver,The claim is rejected as the vehicle was being operated by an individual not listed as an authorized driver in your policy schedule.,Section II - Liability to Third Parties: Coverage applies only if the vehicle is driven by the policyholder or a named authorized driver.,The person driving the car is not covered under your specific insurance policy.,"Check your policy schedule. If the driver was actually listed, send a copy of the schedule highlighting their name."
HLT-PTXB23FR,Health,Policy lapse,Your claim is rejected because your policy had lapsed at the time of hospitalization. The renewal premium was not received within the 30-day grace period.,Section 1.2: Coverage is contingent upon timely payment of renewal premiums. A grace period of 30 days is provided.,Your insurance policy was not active when you were treated because the premium payment was missed.,"If you made the payment and it wasn't recorded, submit your bank statement or payment receipt."
HLT-EF1IC1GY,Health,Non-covered procedure,"The expenses claimed for Dental Implants fall under elective/OPD treatments, which are explicitly not covered under your current policy plan.",Section 2.4: Out-patient Department (OPD) expenses and specific elective procedures are not covered.,Your specific insurance plan does not include coverage for Dental Implants.,"Check your policy brochure. If you purchased an add-on that covers this, submit the add-on endorsement document."
MTR-17ZHBZHN,Motor,Commercial use of personal vehicle,"Our investigation revealed that your private vehicle (Toyota Corolla) was being used for commercial ride-sharing purposes at the time of the loss, violating the usage limitation.","Limitation as to Use: The policy covers use of the vehicle for social, domestic and pleasure purposes only. Hire or reward usage is excluded.","You have a personal auto policy, but you were using the car for business or as a taxi, which requires a different policy.","If the car was NOT being used for business, provide evidence like a logbook or a statement proving personal use at the time."
LFE-EG21ZHHI,Life,Premium default,"The life assured stopped paying premiums in the first year. Since the policy did not acquire any paid-up value, no death benefit is payable.","Clause 3.4: In case of premium default, the policy acquires a paid-up value only if premiums have been paid for at least two consecutive years.","The policy was active for less than two years before payments stopped, meaning it holds no payout value.","If there was a system error preventing payment, contact the grievance department with proof of attempted payments."
HLT-08X8NK9Q,Health,Treatment outside network,"Your policy restricts full coverage to our network hospitals. Since you were treated at a non-network facility without a prior emergency authorization, the claim is denied.",Section 3.1: Cashless facilities and full reimbursements are only applicable at network hospitals. Non-network hospital claims are capped or excluded.,"You went to a hospital that is not on our approved list, and your specific plan doesn't cover out-of-network care.","If it was a life-threatening emergency, submit an emergency certificate from the attending doctor to get an exception."
LFE-K06H0Q53,Life,Coverage exclusion,"The claim investigation notes that the death occurred while the Life Assured was engaged in an unapproved hazardous sport (paragliding), which is an explicit exclusion.",Clause 12: Death arising directly or indirectly from participation in hazardous sports or illegal activities is excluded from coverage.,"The policy does not cover death caused by participating in extreme, dangerous sports.","If the death was unrelated to the hazardous activity, provide the detailed forensic and police report clarifying the exact cause."
MTR-1UWGOELG,Motor,Missing FIR,"Since your claim involves theft/third-party malicious damage, a First Information Report (FIR) from the police is mandatory. As it was not provided, the claim is closed.","Condition 2: In case of theft or criminal act causing damage, the insured shall give immediate notice to the Police and cooperate with the Company.","For claims involving theft or vandalism, we need an official police report. You didn't submit one.",File a report with the police immediately and submit the stamped FIR copy to reopen the claim.
HLT-915ZROU1,Health,Treatment outside network,"Your policy restricts full coverage to our network hospitals. Since you were treated at a non-network facility without a prior emergency authorization, the claim is denied.",Section 3.1: Cashless facilities and full reimbursements are only applicable at network hospitals. Non-network hospital claims are capped or excluded.,"You went to a hospital that is not on our approved list, and your specific plan doesn't cover out-of-network care.","If it was a life-threatening emergency, submit an emergency certificate from the attending doctor to get an exception."
